paper_figure,asset_pool,metric,top_n,holding_days,paper_value,native_reproduced_value,absolute_difference,extraction,status,paper_result_credit
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,7,59.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,10,60.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,15,49.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,2,20,40.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,1,23.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,2,41.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,3,49.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,5,51.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,7,50.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,10,54.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,15,45.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,3,20,38.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,1,24.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,2,38.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,3,44.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,5,46.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,7,48.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,10,50.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,15,45.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,5,20,40.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,1,21.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,2,37.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,3,42.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,5,46.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,7,46.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,10,46.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,15,44.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,7,20,40.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,1,15.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,2,30.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,3,37.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,5,42.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,7,41.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,10,41.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,15,41.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,10,20,37.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,1,9.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,2,23.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,3,27.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,5,31.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,7,31.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,10,31.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,15,32.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,20,20,31.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,1,4.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,2,18.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,3,22.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,5,27.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,7,27.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,10,28.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,15,28.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,30,20,28.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,1,-1.5,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,2,13.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,3,19.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,5,22.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,7,23.4,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,10,24.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,15,24.9,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,50,20,25.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,1,-2.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,2,12.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,3,18.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,5,22.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,7,22.7,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,10,24.0,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,15,24.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,70,20,24.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,1,-3.1,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,2,11.8,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,3,17.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,5,21.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,7,22.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,10,23.3,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,15,23.2,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
Figure 3 Parameter Sensitivity and Generalization,CSI 1000,CR_pct,100,20,23.6,,,original_arxiv_png_visible_cell_transcription,unavailable_raster_only_no_native_result_path_or_underlying_array,False
