result_id,matrix,source_svg,row,column,paper_display,source_code_power_value,source_code_power_display,source_code_power_match,paper_equation_multiply_value,paper_equation_multiply_display,paper_equation_multiply_match,llm_regenerated,credit
COR-1001,en_3m_new,en_3m_16-20_new.svg,PLF,RAPS,0.55,0.5450600184672206,0.55,yes,0.6204062788550324,0.62,no,no,author_data_deterministic_replay
COR-1002,en_3m_new,en_3m_16-20_new.svg,PLF,EVC,0.21,0.21468144044321327,0.21,yes,0.21468144044321327,0.21,yes,no,author_data_deterministic_replay
COR-1003,en_3m_new,en_3m_16-20_new.svg,PLF,VEC,-0.01,-0.013665743305632475,-0.01,yes,-0.013665743305632475,-0.01,yes,no,author_data_deterministic_replay
COR-1004,en_3m_new,en_3m_16-20_new.svg,PLF,PLF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1005,en_3m_new,en_3m_16-20_new.svg,PLF,IQS,0.50,0.4953831948291782,0.50,yes,0.4953831948291782,0.50,yes,no,author_data_deterministic_replay
COR-1006,en_3m_new,en_3m_16-20_new.svg,PLF,Return,-0.01,-0.011634349030470916,-0.01,yes,-0.011634349030470916,-0.01,yes,no,author_data_deterministic_replay
COR-1007,en_3m_new,en_3m_16-20_new.svg,IQS,PVS,0.89,0.8932594644506003,0.89,yes,0.8932594644506003,0.89,yes,no,author_data_deterministic_replay
COR-1008,en_3m_new,en_3m_16-20_new.svg,IQS,RAPS,0.87,0.8669436749769159,0.87,yes,0.8932594644506003,0.89,no,no,author_data_deterministic_replay
COR-1009,en_3m_new,en_3m_16-20_new.svg,IQS,EVC,0.38,0.37931671283471835,0.38,yes,0.37931671283471835,0.38,yes,no,author_data_deterministic_replay
COR-1010,en_3m_new,en_3m_16-20_new.svg,IQS,VEC,0.18,0.175623268698061,0.18,yes,0.175623268698061,0.18,yes,no,author_data_deterministic_replay
COR-1011,en_3m_new,en_3m_16-20_new.svg,IQS,PLF,0.50,0.4953831948291782,0.50,yes,0.4953831948291782,0.50,yes,no,author_data_deterministic_replay
COR-1012,en_3m_new,en_3m_16-20_new.svg,IQS,IQS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1013,en_3m_new,en_3m_16-20_new.svg,IQS,Return,0.04,0.038781163434903045,0.04,yes,0.038781163434903045,0.04,yes,no,author_data_deterministic_replay
COR-1014,en_3m_new,en_3m_16-20_new.svg,Return,PVS,0.00,0.004155124653739622,0.00,yes,0.004155124653739622,0.00,yes,no,author_data_deterministic_replay
COR-1015,en_3m_new,en_3m_16-20_new.svg,Return,RAPS,-0.01,-0.0120960295475531,-0.01,yes,0.004155124653739622,0.00,no,no,author_data_deterministic_replay
COR-1016,en_3m_new,en_3m_16-20_new.svg,Return,EVC,-0.04,-0.041274238227146806,-0.04,yes,-0.041274238227146806,-0.04,yes,no,author_data_deterministic_replay
COR-1017,en_3m_new,en_3m_16-20_new.svg,Return,VEC,-0.13,-0.1322253000923361,-0.13,yes,-0.1322253000923361,-0.13,yes,no,author_data_deterministic_replay
COR-1018,en_3m_new,en_3m_16-20_new.svg,Return,PLF,-0.01,-0.011634349030470916,-0.01,yes,-0.011634349030470916,-0.01,yes,no,author_data_deterministic_replay
COR-1019,en_3m_new,en_3m_16-20_new.svg,Return,IQS,0.04,0.038781163434903045,0.04,yes,0.038781163434903045,0.04,yes,no,author_data_deterministic_replay
COR-1020,en_3m_new,en_3m_16-20_new.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1021,all_3m_all,corr_avg_allsector.svg,P/E,P/E,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1022,all_3m_all,corr_avg_allsector.svg,P/E,P/B,0.28,0.28047192673576155,0.28,yes,0.28047192673576155,0.28,yes,no,author_data_deterministic_replay
COR-1023,all_3m_all,corr_avg_allsector.svg,P/E,ROA,-0.30,-0.2962224501302793,-0.30,yes,-0.2962224501302793,-0.30,yes,no,author_data_deterministic_replay
COR-1024,all_3m_all,corr_avg_allsector.svg,P/E,ROE,-0.37,-0.3685781102513079,-0.37,yes,-0.3685781102513079,-0.37,yes,no,author_data_deterministic_replay
COR-1025,all_3m_all,corr_avg_allsector.svg,P/E,FCF,-0.30,-0.2967289609539052,-0.30,yes,-0.2967289609539052,-0.30,yes,no,author_data_deterministic_replay
COR-1026,all_3m_all,corr_avg_allsector.svg,P/E,P/CF,0.45,0.4527083801234159,0.45,yes,0.4527083801234159,0.45,yes,no,author_data_deterministic_replay
COR-1027,all_3m_all,corr_avg_allsector.svg,P/E,EBITDA,0.50,0.5021587569831744,0.50,yes,0.5021587569831744,0.50,yes,no,author_data_deterministic_replay
COR-1028,all_3m_all,corr_avg_allsector.svg,P/E,GM,0.21,0.21350569883573187,0.21,yes,0.21350569883573187,0.21,yes,no,author_data_deterministic_replay
COR-1029,all_3m_all,corr_avg_allsector.svg,P/E,NM,-0.28,-0.2781105654231368,-0.28,yes,-0.2781105654231368,-0.28,yes,no,author_data_deterministic_replay
COR-1030,all_3m_all,corr_avg_allsector.svg,P/E,SPS,-0.36,-0.3646516697580842,-0.36,yes,-0.3646516697580842,-0.36,yes,no,author_data_deterministic_replay
COR-1031,all_3m_all,corr_avg_allsector.svg,P/E,PVS,-0.62,-0.6193135325556888,-0.62,yes,-0.6193135325556888,-0.62,yes,no,author_data_deterministic_replay
COR-1032,all_3m_all,corr_avg_allsector.svg,P/E,RAPS,-0.65,-0.6504250764477963,-0.65,yes,-0.6193135325556888,-0.62,no,no,author_data_deterministic_replay
COR-1033,all_3m_all,corr_avg_allsector.svg,P/E,EVC,-0.23,-0.23026767330130404,-0.23,yes,-0.23026767330130404,-0.23,yes,no,author_data_deterministic_replay
COR-1034,all_3m_all,corr_avg_allsector.svg,P/E,VEC,0.53,0.528489466930733,0.53,yes,0.528489466930733,0.53,yes,no,author_data_deterministic_replay
COR-1035,all_3m_all,corr_avg_allsector.svg,P/E,PLF,-0.50,-0.49884955293548555,-0.50,yes,-0.49884955293548555,-0.50,yes,no,author_data_deterministic_replay
COR-1036,all_3m_all,corr_avg_allsector.svg,P/E,IQS,-0.69,-0.6903679702972629,-0.69,yes,-0.6903679702972629,-0.69,yes,no,author_data_deterministic_replay
COR-1037,all_3m_all,corr_avg_allsector.svg,P/E,Return,0.08,0.07530520221953829,0.08,yes,0.07530520221953829,0.08,yes,no,author_data_deterministic_replay
COR-1038,all_3m_all,corr_avg_allsector.svg,P/B,P/E,0.28,0.28047192673576155,0.28,yes,0.28047192673576155,0.28,yes,no,author_data_deterministic_replay
COR-1039,all_3m_all,corr_avg_allsector.svg,P/B,P/B,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1040,all_3m_all,corr_avg_allsector.svg,P/B,ROA,0.32,0.32188723577018696,0.32,yes,0.32188723577018696,0.32,yes,no,author_data_deterministic_replay
COR-1041,all_3m_all,corr_avg_allsector.svg,P/B,ROE,0.35,0.3474193077214237,0.35,yes,0.3474193077214237,0.35,yes,no,author_data_deterministic_replay
COR-1042,all_3m_all,corr_avg_allsector.svg,P/B,FCF,0.06,0.062063674300190504,0.06,yes,0.062063674300190504,0.06,yes,no,author_data_deterministic_replay
COR-1043,all_3m_all,corr_avg_allsector.svg,P/B,P/CF,0.52,0.5167941712776166,0.52,yes,0.5167941712776166,0.52,yes,no,author_data_deterministic_replay
COR-1044,all_3m_all,corr_avg_allsector.svg,P/B,EBITDA,0.41,0.41384918385007907,0.41,yes,0.41384918385007907,0.41,yes,no,author_data_deterministic_replay
COR-1045,all_3m_all,corr_avg_allsector.svg,P/B,GM,0.47,0.46838822758905563,0.47,yes,0.46838822758905563,0.47,yes,no,author_data_deterministic_replay
COR-1046,all_3m_all,corr_avg_allsector.svg,P/B,NM,0.24,0.23961888397996572,0.24,yes,0.23961888397996572,0.24,yes,no,author_data_deterministic_replay
COR-1047,all_3m_all,corr_avg_allsector.svg,P/B,SPS,-0.24,-0.24489680529095706,-0.24,yes,-0.24489680529095706,-0.24,yes,no,author_data_deterministic_replay
COR-1048,all_3m_all,corr_avg_allsector.svg,P/B,PVS,0.14,0.1399210628403242,0.14,yes,0.1399210628403242,0.14,yes,no,author_data_deterministic_replay
COR-1049,all_3m_all,corr_avg_allsector.svg,P/B,RAPS,0.04,0.04129751581962874,0.04,yes,0.1399210628403242,0.14,no,no,author_data_deterministic_replay
COR-1050,all_3m_all,corr_avg_allsector.svg,P/B,EVC,-0.28,-0.27912986937517764,-0.28,yes,-0.27912986937517764,-0.28,yes,no,author_data_deterministic_replay
COR-1051,all_3m_all,corr_avg_allsector.svg,P/B,VEC,0.52,0.5220618838433256,0.52,yes,0.5220618838433256,0.52,yes,no,author_data_deterministic_replay
COR-1052,all_3m_all,corr_avg_allsector.svg,P/B,PLF,0.21,0.21000409920387492,0.21,yes,0.21000409920387492,0.21,yes,no,author_data_deterministic_replay
COR-1053,all_3m_all,corr_avg_allsector.svg,P/B,IQS,-0.03,-0.0315505199392501,-0.03,yes,-0.0315505199392501,-0.03,yes,no,author_data_deterministic_replay
COR-1054,all_3m_all,corr_avg_allsector.svg,P/B,Return,0.11,0.10901290856576552,0.11,yes,0.10901290856576552,0.11,yes,no,author_data_deterministic_replay
COR-1055,all_3m_all,corr_avg_allsector.svg,ROA,P/E,-0.30,-0.2962224501302793,-0.30,yes,-0.2962224501302793,-0.30,yes,no,author_data_deterministic_replay
COR-1056,all_3m_all,corr_avg_allsector.svg,ROA,P/B,0.32,0.32188723577018696,0.32,yes,0.32188723577018696,0.32,yes,no,author_data_deterministic_replay
COR-1057,all_3m_all,corr_avg_allsector.svg,ROA,ROA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1058,all_3m_all,corr_avg_allsector.svg,ROA,ROE,0.85,0.8482163751415481,0.85,yes,0.8482163751415481,0.85,yes,no,author_data_deterministic_replay
COR-1059,all_3m_all,corr_avg_allsector.svg,ROA,FCF,0.39,0.39252468553138087,0.39,yes,0.39252468553138087,0.39,yes,no,author_data_deterministic_replay
COR-1060,all_3m_all,corr_avg_allsector.svg,ROA,P/CF,0.27,0.27482570530650574,0.27,yes,0.27482570530650574,0.27,yes,no,author_data_deterministic_replay
COR-1061,all_3m_all,corr_avg_allsector.svg,ROA,EBITDA,0.21,0.21195789599330303,0.21,yes,0.21195789599330303,0.21,yes,no,author_data_deterministic_replay
COR-1062,all_3m_all,corr_avg_allsector.svg,ROA,GM,0.44,0.4388716038252954,0.44,yes,0.4388716038252954,0.44,yes,no,author_data_deterministic_replay
COR-1063,all_3m_all,corr_avg_allsector.svg,ROA,NM,0.89,0.8868925992879007,0.89,yes,0.8868925992879007,0.89,yes,no,author_data_deterministic_replay
COR-1064,all_3m_all,corr_avg_allsector.svg,ROA,SPS,-0.00,-0.0035070966485474487,-0.00,yes,-0.0035070966485474487,-0.00,yes,no,author_data_deterministic_replay
COR-1065,all_3m_all,corr_avg_allsector.svg,ROA,PVS,0.75,0.7547011272025367,0.75,yes,0.7547011272025367,0.75,yes,no,author_data_deterministic_replay
COR-1066,all_3m_all,corr_avg_allsector.svg,ROA,RAPS,0.72,0.7228773270049584,0.72,yes,0.7547011272025367,0.75,no,no,author_data_deterministic_replay
COR-1067,all_3m_all,corr_avg_allsector.svg,ROA,EVC,-0.03,-0.03244260721931056,-0.03,yes,-0.03244260721931056,-0.03,yes,no,author_data_deterministic_replay
COR-1068,all_3m_all,corr_avg_allsector.svg,ROA,VEC,0.29,0.28975010562124925,0.29,yes,0.28975010562124925,0.29,yes,no,author_data_deterministic_replay
COR-1069,all_3m_all,corr_avg_allsector.svg,ROA,PLF,0.81,0.8120397230131818,0.81,yes,0.8120397230131818,0.81,yes,no,author_data_deterministic_replay
COR-1070,all_3m_all,corr_avg_allsector.svg,ROA,IQS,0.47,0.46610853623868986,0.47,yes,0.46610853623868986,0.47,yes,no,author_data_deterministic_replay
COR-1071,all_3m_all,corr_avg_allsector.svg,ROA,Return,0.07,0.06693481637608391,0.07,yes,0.06693481637608391,0.07,yes,no,author_data_deterministic_replay
COR-1072,all_3m_all,corr_avg_allsector.svg,ROE,P/E,-0.37,-0.3685781102513079,-0.37,yes,-0.3685781102513079,-0.37,yes,no,author_data_deterministic_replay
COR-1073,all_3m_all,corr_avg_allsector.svg,ROE,P/B,0.35,0.3474193077214237,0.35,yes,0.3474193077214237,0.35,yes,no,author_data_deterministic_replay
COR-1074,all_3m_all,corr_avg_allsector.svg,ROE,ROA,0.85,0.8482163751415481,0.85,yes,0.8482163751415481,0.85,yes,no,author_data_deterministic_replay
COR-1075,all_3m_all,corr_avg_allsector.svg,ROE,ROE,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1076,all_3m_all,corr_avg_allsector.svg,ROE,FCF,0.47,0.46621140897961233,0.47,yes,0.46621140897961233,0.47,yes,no,author_data_deterministic_replay
COR-1077,all_3m_all,corr_avg_allsector.svg,ROE,P/CF,0.14,0.14455426262232826,0.14,yes,0.14455426262232826,0.14,yes,no,author_data_deterministic_replay
COR-1078,all_3m_all,corr_avg_allsector.svg,ROE,EBITDA,0.10,0.09969703585154285,0.10,yes,0.09969703585154285,0.10,yes,no,author_data_deterministic_replay
COR-1079,all_3m_all,corr_avg_allsector.svg,ROE,GM,0.33,0.32573750331784224,0.33,yes,0.32573750331784224,0.33,yes,no,author_data_deterministic_replay
COR-1080,all_3m_all,corr_avg_allsector.svg,ROE,NM,0.72,0.7209894944158165,0.72,yes,0.7209894944158165,0.72,yes,no,author_data_deterministic_replay
COR-1081,all_3m_all,corr_avg_allsector.svg,ROE,SPS,0.14,0.13862847862995498,0.14,yes,0.13862847862995498,0.14,yes,no,author_data_deterministic_replay
COR-1082,all_3m_all,corr_avg_allsector.svg,ROE,PVS,0.90,0.9029046236192669,0.90,yes,0.9029046236192669,0.90,yes,no,author_data_deterministic_replay
COR-1083,all_3m_all,corr_avg_allsector.svg,ROE,RAPS,0.86,0.8561226557187037,0.86,yes,0.9029046236192669,0.90,no,no,author_data_deterministic_replay
COR-1084,all_3m_all,corr_avg_allsector.svg,ROE,EVC,0.10,0.09771496869056351,0.10,yes,0.09771496869056351,0.10,yes,no,author_data_deterministic_replay
COR-1085,all_3m_all,corr_avg_allsector.svg,ROE,VEC,0.40,0.39554333298257127,0.40,yes,0.39554333298257127,0.40,yes,no,author_data_deterministic_replay
COR-1086,all_3m_all,corr_avg_allsector.svg,ROE,PLF,0.87,0.8675250389110255,0.87,yes,0.8675250389110255,0.87,yes,no,author_data_deterministic_replay
COR-1087,all_3m_all,corr_avg_allsector.svg,ROE,IQS,0.49,0.4897951811581115,0.49,yes,0.4897951811581115,0.49,yes,no,author_data_deterministic_replay
COR-1088,all_3m_all,corr_avg_allsector.svg,ROE,Return,0.05,0.047924562084091786,0.05,yes,0.047924562084091786,0.05,yes,no,author_data_deterministic_replay
COR-1089,all_3m_all,corr_avg_allsector.svg,FCF,P/E,-0.30,-0.2967289609539052,-0.30,yes,-0.2967289609539052,-0.30,yes,no,author_data_deterministic_replay
COR-1090,all_3m_all,corr_avg_allsector.svg,FCF,P/B,0.06,0.062063674300190504,0.06,yes,0.062063674300190504,0.06,yes,no,author_data_deterministic_replay
COR-1091,all_3m_all,corr_avg_allsector.svg,FCF,ROA,0.39,0.39252468553138087,0.39,yes,0.39252468553138087,0.39,yes,no,author_data_deterministic_replay
COR-1092,all_3m_all,corr_avg_allsector.svg,FCF,ROE,0.47,0.46621140897961233,0.47,yes,0.46621140897961233,0.47,yes,no,author_data_deterministic_replay
COR-1093,all_3m_all,corr_avg_allsector.svg,FCF,FCF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1094,all_3m_all,corr_avg_allsector.svg,FCF,P/CF,-0.08,-0.08008210972359427,-0.08,yes,-0.08008210972359427,-0.08,yes,no,author_data_deterministic_replay
COR-1095,all_3m_all,corr_avg_allsector.svg,FCF,EBITDA,-0.12,-0.11768013331050764,-0.12,yes,-0.11768013331050764,-0.12,yes,no,author_data_deterministic_replay
COR-1096,all_3m_all,corr_avg_allsector.svg,FCF,GM,0.17,0.16569107708545036,0.17,yes,0.16569107708545036,0.17,yes,no,author_data_deterministic_replay
COR-1097,all_3m_all,corr_avg_allsector.svg,FCF,NM,0.34,0.3448938211961823,0.34,yes,0.3448938211961823,0.34,yes,no,author_data_deterministic_replay
COR-1098,all_3m_all,corr_avg_allsector.svg,FCF,SPS,0.61,0.6090176202943575,0.61,yes,0.6090176202943575,0.61,yes,no,author_data_deterministic_replay
COR-1099,all_3m_all,corr_avg_allsector.svg,FCF,PVS,0.49,0.4917678248619071,0.49,yes,0.4917678248619071,0.49,yes,no,author_data_deterministic_replay
COR-1100,all_3m_all,corr_avg_allsector.svg,FCF,RAPS,0.50,0.5045444622268572,0.50,yes,0.4917678248619071,0.49,no,no,author_data_deterministic_replay
COR-1101,all_3m_all,corr_avg_allsector.svg,FCF,EVC,0.26,0.2625202408007426,0.26,yes,0.2625202408007426,0.26,yes,no,author_data_deterministic_replay
COR-1102,all_3m_all,corr_avg_allsector.svg,FCF,VEC,0.18,0.17782691936190628,0.18,yes,0.17782691936190628,0.18,yes,no,author_data_deterministic_replay
COR-1103,all_3m_all,corr_avg_allsector.svg,FCF,PLF,0.41,0.4103742840135761,0.41,yes,0.4103742840135761,0.41,yes,no,author_data_deterministic_replay
COR-1104,all_3m_all,corr_avg_allsector.svg,FCF,IQS,0.44,0.4380792481337629,0.44,yes,0.4380792481337629,0.44,yes,no,author_data_deterministic_replay
COR-1105,all_3m_all,corr_avg_allsector.svg,FCF,Return,-0.01,-0.010691697463048272,-0.01,yes,-0.010691697463048272,-0.01,yes,no,author_data_deterministic_replay
COR-1106,all_3m_all,corr_avg_allsector.svg,P/CF,P/E,0.45,0.4527083801234159,0.45,yes,0.4527083801234159,0.45,yes,no,author_data_deterministic_replay
COR-1107,all_3m_all,corr_avg_allsector.svg,P/CF,P/B,0.52,0.5167941712776166,0.52,yes,0.5167941712776166,0.52,yes,no,author_data_deterministic_replay
COR-1108,all_3m_all,corr_avg_allsector.svg,P/CF,ROA,0.27,0.27482570530650574,0.27,yes,0.27482570530650574,0.27,yes,no,author_data_deterministic_replay
COR-1109,all_3m_all,corr_avg_allsector.svg,P/CF,ROE,0.14,0.14455426262232826,0.14,yes,0.14455426262232826,0.14,yes,no,author_data_deterministic_replay
COR-1110,all_3m_all,corr_avg_allsector.svg,P/CF,FCF,-0.08,-0.08008210972359427,-0.08,yes,-0.08008210972359427,-0.08,yes,no,author_data_deterministic_replay
COR-1111,all_3m_all,corr_avg_allsector.svg,P/CF,P/CF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1112,all_3m_all,corr_avg_allsector.svg,P/CF,EBITDA,0.77,0.7658906973201259,0.77,yes,0.7658906973201259,0.77,yes,no,author_data_deterministic_replay
COR-1113,all_3m_all,corr_avg_allsector.svg,P/CF,GM,0.49,0.49042498221322456,0.49,yes,0.49042498221322456,0.49,yes,no,author_data_deterministic_replay
COR-1114,all_3m_all,corr_avg_allsector.svg,P/CF,NM,0.23,0.2349974635194414,0.23,yes,0.2349974635194414,0.23,yes,no,author_data_deterministic_replay
COR-1115,all_3m_all,corr_avg_allsector.svg,P/CF,SPS,-0.28,-0.2801256146842592,-0.28,yes,-0.2801256146842592,-0.28,yes,no,author_data_deterministic_replay
COR-1116,all_3m_all,corr_avg_allsector.svg,P/CF,PVS,-0.06,-0.06409050288279261,-0.06,yes,-0.06409050288279261,-0.06,yes,no,author_data_deterministic_replay
COR-1117,all_3m_all,corr_avg_allsector.svg,P/CF,RAPS,-0.15,-0.15181739224669358,-0.15,yes,-0.06409050288279261,-0.06,no,no,author_data_deterministic_replay
COR-1118,all_3m_all,corr_avg_allsector.svg,P/CF,EVC,-0.46,-0.45984350778770205,-0.46,yes,-0.45984350778770205,-0.46,yes,no,author_data_deterministic_replay
COR-1119,all_3m_all,corr_avg_allsector.svg,P/CF,VEC,0.45,0.4458504591579513,0.45,yes,0.4458504591579513,0.45,yes,no,author_data_deterministic_replay
COR-1120,all_3m_all,corr_avg_allsector.svg,P/CF,PLF,0.10,0.09646950176611294,0.10,yes,0.09646950176611294,0.10,yes,no,author_data_deterministic_replay
COR-1121,all_3m_all,corr_avg_allsector.svg,P/CF,IQS,-0.31,-0.3052273487574387,-0.31,yes,-0.3052273487574387,-0.31,yes,no,author_data_deterministic_replay
COR-1122,all_3m_all,corr_avg_allsector.svg,P/CF,Return,0.13,0.1310535896304277,0.13,yes,0.1310535896304277,0.13,yes,no,author_data_deterministic_replay
COR-1123,all_3m_all,corr_avg_allsector.svg,EBITDA,P/E,0.50,0.5021587569831744,0.50,yes,0.5021587569831744,0.50,yes,no,author_data_deterministic_replay
COR-1124,all_3m_all,corr_avg_allsector.svg,EBITDA,P/B,0.41,0.41384918385007907,0.41,yes,0.41384918385007907,0.41,yes,no,author_data_deterministic_replay
COR-1125,all_3m_all,corr_avg_allsector.svg,EBITDA,ROA,0.21,0.21195789599330303,0.21,yes,0.21195789599330303,0.21,yes,no,author_data_deterministic_replay
COR-1126,all_3m_all,corr_avg_allsector.svg,EBITDA,ROE,0.10,0.09969703585154285,0.10,yes,0.09969703585154285,0.10,yes,no,author_data_deterministic_replay
COR-1127,all_3m_all,corr_avg_allsector.svg,EBITDA,FCF,-0.12,-0.11768013331050764,-0.12,yes,-0.11768013331050764,-0.12,yes,no,author_data_deterministic_replay
COR-1128,all_3m_all,corr_avg_allsector.svg,EBITDA,P/CF,0.77,0.7658906973201259,0.77,yes,0.7658906973201259,0.77,yes,no,author_data_deterministic_replay
COR-1129,all_3m_all,corr_avg_allsector.svg,EBITDA,EBITDA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1130,all_3m_all,corr_avg_allsector.svg,EBITDA,GM,0.39,0.3897816742028148,0.39,yes,0.3897816742028148,0.39,yes,no,author_data_deterministic_replay
COR-1131,all_3m_all,corr_avg_allsector.svg,EBITDA,NM,0.20,0.19540559345006903,0.20,yes,0.19540559345006903,0.20,yes,no,author_data_deterministic_replay
COR-1132,all_3m_all,corr_avg_allsector.svg,EBITDA,SPS,-0.28,-0.27741480016773745,-0.28,yes,-0.27741480016773745,-0.28,yes,no,author_data_deterministic_replay
COR-1133,all_3m_all,corr_avg_allsector.svg,EBITDA,PVS,-0.15,-0.1518857123112756,-0.15,yes,-0.1518857123112756,-0.15,yes,no,author_data_deterministic_replay
COR-1134,all_3m_all,corr_avg_allsector.svg,EBITDA,RAPS,-0.22,-0.21933018066338003,-0.22,yes,-0.1518857123112756,-0.15,no,no,author_data_deterministic_replay
COR-1135,all_3m_all,corr_avg_allsector.svg,EBITDA,EVC,-0.41,-0.4134965894937876,-0.41,yes,-0.4134965894937876,-0.41,yes,no,author_data_deterministic_replay
COR-1136,all_3m_all,corr_avg_allsector.svg,EBITDA,VEC,0.42,0.4244254439626265,0.42,yes,0.4244254439626265,0.42,yes,no,author_data_deterministic_replay
COR-1137,all_3m_all,corr_avg_allsector.svg,EBITDA,PLF,0.01,0.014145394520887889,0.01,yes,0.014145394520887889,0.01,yes,no,author_data_deterministic_replay
COR-1138,all_3m_all,corr_avg_allsector.svg,EBITDA,IQS,-0.38,-0.380479151386269,-0.38,yes,-0.380479151386269,-0.38,yes,no,author_data_deterministic_replay
COR-1139,all_3m_all,corr_avg_allsector.svg,EBITDA,Return,0.12,0.12120764744961986,0.12,yes,0.12120764744961986,0.12,yes,no,author_data_deterministic_replay
COR-1140,all_3m_all,corr_avg_allsector.svg,GM,P/E,0.21,0.21350569883573187,0.21,yes,0.21350569883573187,0.21,yes,no,author_data_deterministic_replay
COR-1141,all_3m_all,corr_avg_allsector.svg,GM,P/B,0.47,0.46838822758905563,0.47,yes,0.46838822758905563,0.47,yes,no,author_data_deterministic_replay
COR-1142,all_3m_all,corr_avg_allsector.svg,GM,ROA,0.44,0.4388716038252954,0.44,yes,0.4388716038252954,0.44,yes,no,author_data_deterministic_replay
COR-1143,all_3m_all,corr_avg_allsector.svg,GM,ROE,0.33,0.32573750331784224,0.33,yes,0.32573750331784224,0.33,yes,no,author_data_deterministic_replay
COR-1144,all_3m_all,corr_avg_allsector.svg,GM,FCF,0.17,0.16569107708545036,0.17,yes,0.16569107708545036,0.17,yes,no,author_data_deterministic_replay
COR-1145,all_3m_all,corr_avg_allsector.svg,GM,P/CF,0.49,0.49042498221322456,0.49,yes,0.49042498221322456,0.49,yes,no,author_data_deterministic_replay
COR-1146,all_3m_all,corr_avg_allsector.svg,GM,EBITDA,0.39,0.3897816742028148,0.39,yes,0.3897816742028148,0.39,yes,no,author_data_deterministic_replay
COR-1147,all_3m_all,corr_avg_allsector.svg,GM,GM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-1148,all_3m_all,corr_avg_allsector.svg,GM,NM,0.56,0.5631787834002663,0.56,yes,0.5631787834002663,0.56,yes,no,author_data_deterministic_replay
COR-1149,all_3m_all,corr_avg_allsector.svg,GM,SPS,-0.45,-0.44563450493082396,-0.45,yes,-0.44563450493082396,-0.45,yes,no,author_data_deterministic_replay
COR-1150,all_3m_all,corr_avg_allsector.svg,GM,PVS,0.19,0.1863127425558615,0.19,yes,0.1863127425558615,0.19,yes,no,author_data_deterministic_replay
COR-1151,all_3m_all,corr_avg_allsector.svg,GM,RAPS,0.12,0.12103723993221391,0.12,yes,0.1863127425558615,0.19,no,no,author_data_deterministic_replay
COR-1152,all_3m_all,corr_avg_allsector.svg,GM,EVC,-0.20,-0.20400999514691956,-0.20,yes,-0.20400999514691956,-0.20,yes,no,author_data_deterministic_replay
COR-1153,all_3m_all,corr_avg_allsector.svg,GM,VEC,0.47,0.4743509201220652,0.47,yes,0.4743509201220652,0.47,yes,no,author_data_deterministic_replay
COR-1154,all_3m_all,corr_avg_allsector.svg,GM,PLF,0.42,0.4222140726768429,0.42,yes,0.4222140726768429,0.42,yes,no,author_data_deterministic_replay
COR-1155,all_3m_all,corr_avg_allsector.svg,GM,IQS,-0.12,-0.11862012316458541,-0.12,yes,-0.11862012316458541,-0.12,yes,no,author_data_deterministic_replay
COR-1156,all_3m_all,corr_avg_allsector.svg,GM,Return,0.10,0.10464670673730073,0.10,yes,0.10464670673730073,0.10,yes,no,author_data_deterministic_replay
COR-1157,all_3m_all,corr_avg_allsector.svg,NM,P/E,-0.28,-0.2781105654231368,-0.28,yes,-0.2781105654231368,-0.28,yes,no,author_data_deterministic_replay
COR-1158,all_3m_all,corr_avg_allsector.svg,NM,P/B,0.24,0.23961888397996572,0.24,yes,0.23961888397996572,0.24,yes,no,author_data_deterministic_replay
COR-1159,all_3m_all,corr_avg_allsector.svg,NM,ROA,0.89,0.8868925992879007,0.89,yes,0.8868925992879007,0.89,yes,no,author_data_deterministic_replay
COR-1160,all_3m_all,corr_avg_allsector.svg,NM,ROE,0.72,0.7209894944158165,0.72,yes,0.7209894944158165,0.72,yes,no,author_data_deterministic_replay
COR-1161,all_3m_all,corr_avg_allsector.svg,NM,FCF,0.34,0.3448938211961823,0.34,yes,0.3448938211961823,0.34,yes,no,author_data_deterministic_replay
COR-1162,all_3m_all,corr_avg_allsector.svg,NM,P/CF,0.23,0.2349974635194414,0.23,yes,0.2349974635194414,0.23,yes,no,author_data_deterministic_replay
COR-1163,all_3m_all,corr_avg_allsector.svg,NM,EBITDA,0.20,0.19540559345006903,0.20,yes,0.19540559345006903,0.20,yes,no,author_data_deterministic_replay
